pl_name,pl_rade,pl_bmasse,pl_orbper,pl_eqt,st_teff,st_mass,st_rad,st_met,pl_eqt_normalized,st_met_normalized,surface_gravity,surface_gravity_normalized,Habitability Score,Terraformability Score,st_activity,pl_atmos,pl_surf_temp,pl_escape_vel,pl_radiation_flux,ESI,pl_water_probability
WASP-90 b,18.271,200.2329,3.916243,1840.0,6430.0,1.55,1.98,0.11,2.324344500658232,0.531531529392943,0.5998059949421896,-0.1935018898513641,39.50892740174371,67.38837515246485,0.39249999999999996,0.9775352469240609,2019.8664854340273,37.07699962301928,2.420013011956923,6.953267826847316e-05,0.0
WASP-73 b,15.917,908.9938,4.08722,1790.0,6030.0,2.52,2.55,0.14,2.1990387607623405,0.6980913870708896,3.5878847853579074,-0.0211904036469883,35.31621069408183,81.59393800494993,0.49250000000000005,1.0,1969.0000000000002,84.63848383214508,3.017315910654359,5.247951405204179e-05,0.0
XO-5 b,12.78,378.2,4.1877558,1230.0,5430.0,1.04,1.13,0.05,0.7956144739283554,0.1984118140370504,2.315580144053331,-0.0945595210715713,45.393527604291805,80.2984649118728,0.6425000000000001,0.999999828069277,1352.9999788525213,60.9274999519202,0.3833467827350194,0.00042615702050381325,0.0
TOI-1806.01,3.41,11.5,15.1454693,337.4699143,3272.0,0.39,0.4,0.014262971257932,-1.4411683814312837,-3.3709117781417086e-16,0.9889835828725242,-0.1710594533303444,53.42345138100881,55.09425957275823,1.0,0.5846314420787031,357.19946656553856,20.567890586230646,0.0026878674990487104,0.26491331608035357,0.7597240744252134
Kepler-75 b,11.77,3209.9,8.8849116,767.0,5200.0,0.91,0.89,0.3,-0.3647166775076,1.5864106280199364,23.1706692056544,1.108076568262989,43.46797371861691,97.80226253437567,0.7,1.0,843.7,184.95903149211523,0.12112891590895843,0.0017568828270367,0.0
Kepler-760 c,1.48,2.79,2.46697439,1139.0,5322.0,0.89,0.85,0.08,0.5675580273178328,0.3649716717149967,1.2737399561723888,-0.1546386032353436,44.716990760931594,49.492036699968914,0.6695,0.04115918292214668,1143.6880309348323,15.377625023109106,0.2848289233411203,0.004878489236835446,0.0
Kepler-67 b,2.94,8.96,15.7259,602.0,5331.0,0.86,0.78,-0.2,-0.778225619164042,-1.1895869999458355,1.0366051182377716,-0.1683132949758726,43.595123010608525,53.43764427702272,0.66725,0.3181105759269552,621.1502566708027,19.552322965144917,0.07023767259934899,0.04263671711025241,0.0
Kepler-772 b,1.82,3.97,12.99207337,866.0,5714.0,0.98,1.11,0.03,-0.1166113125137348,0.0873719089184195,1.1985267479772974,-0.1589758716259446,44.29842284538463,51.00209682512371,0.5715,0.11917751847647645,876.3207731000629,16.54160256397836,0.21322810244640508,0.013944364606141306,0.0
Kepler-782 b,3.21,10.4,158.6853308,350.0,5867.0,0.98,1.01,-0.14,-1.4097665482393351,-0.8564672845899429,1.009306974893489,-0.169887478248871,52.97647087842916,57.426357374151095,0.53325,0.5832530877557837,370.41385807145247,20.15961231887538,0.03699750430409786,0.24512842742792146,0.7138407705852345
Kepler-1651 b,1.84,4.04,9.87863917,393.0,3713.0,0.52,0.5,-0.16,-1.3020036119288685,-0.9675071897085736,1.193289224952741,-0.1592779002669851,51.30044620658833,51.518706709687564,1.0,0.4521436366132735,410.7692449189017,16.59586119174453,0.009259728230817561,0.23952900825068868,0.573717899587147
Kepler-1652 b,1.6,3.19,38.09722,268.0,3638.0,0.4,0.38,-0.3,-1.6152679616685972,-1.74478652553899,1.2460937499999998,-0.1562328580082622,61.1724170782202,52.54344497044211,1.0,0.5698718013570705,283.2725642763695,15.814423796016088,0.00200437494282218,0.7210601258938376,0.983585292626283
KIC 3558849 b,6.9,38.1,1322.3,912.5307146386988,6175.0,0.98,1.01,-0.42,0.0,-2.4110259562507754,0.8002520478890989,-0.1819429050622523,42.692426137329306,57.89147617647331,0.45625000000000004,0.3597850420212459,945.3622047898949,26.31818680155871,0.011045713640369858,0.00455004497365061,0.0
LHS 475 b,0.991,0.941,2.029088,586.0,3300.0,0.26,0.28,0.014262971257932,-0.8183234559307273,-3.3709117781417086e-16,0.9581694381624326,-0.1728363914379148,43.67897391798449,45.921871306927336,1.0,0.23334852104375953,599.6742233331643,10.913800408390639,0.005204684605580372,0.08847500884162587,0.0
Kepler-8 b,15.872,187.5197,3.5224991,1680.0,6213.0,1.21,1.49,-0.055,1.923366132991379,-0.3845476878357616,0.7443609644545477,-0.1851659377624176,47.8874098727506,74.74658214436369,0.44675,0.978330531455102,1844.3595292844573,38.49688990370604,1.2820369452589,0.00011427772090325802,0.0
Kepler-80 d,1.53,6.75,3.07222,722.0,4540.0,0.73,0.68,0.04,-0.4774918434139024,0.142891861477735,2.883506343713956,-0.0618093111936348,43.47393228624535,54.32528208095545,0.865,0.3018617333646522,743.7944171489279,23.524705411670563,0.08339939088981957,0.0248795523947412,0.0
Kepler-811 b,2.7,7.75,23.58447697,730.0,5747.0,1.01,1.24,0.05,-0.4574429250305597,0.1984118140370504,1.063100137174211,-0.1667854249261957,44.17264331250772,53.20335327434654,0.56325,0.21312006923121948,745.5577650538789,18.975227515349037,0.1829843057200158,0.02189272741233095,0.0
Kepler-815 b,4.11,15.8,8.57503552,1374.0,5028.0,1.25,3.42,-0.03,1.156495004828523,-0.2457478064374731,0.9353484765067692,-0.174152392151187,45.520106781521996,53.10172666386085,0.743,0.02781432978839531,1377.8216889129255,21.9596622011876,1.6009060763416167,0.0011885134144699796,0.0
Kepler-1019 b,1.46,2.73,1.41122985,1164.0,4433.0,0.7,0.67,0.01,0.6302108972657786,-0.0236679962002113,1.2807280915744044,-0.1542356232333501,43.51965205082748,47.0767417388508,0.89175,0.03579031113183107,1168.165992215745,15.315208664538531,0.12362279107366217,0.004466032597660163,0.0
Kepler-1024 b,3.91,14.5,66.4162133,376.0,5143.0,0.81,0.78,-0.1,-1.3446075634934715,-0.6343874743526812,0.948450101713097,-0.1733968697338276,51.00129768880844,57.26716495059247,0.71425,0.5945205360697186,398.3539721562214,21.568187238784425,0.02328604569908118,0.17268171005429786,0.6168264855686757
Kepler-1191 b,1.51,2.89,5.60014851,952.0,5308.0,0.85,0.81,-0.08,0.0989145601071985,-0.5233475692340503,1.2674882680584183,-0.1549991150376628,43.77376831951572,49.035427654747586,0.673,0.08333652287059165,959.9336369772803,15.494532255002875,0.1481780408329708,0.010395850047919031,0.0
Kepler-915 b,1.5,2.86,4.59489604,1319.0,6173.0,1.21,1.38,0.08,1.0186586909430422,0.3649716717149967,1.271111111111111,-0.1547901990369546,49.2640461796039,54.932690512797386,0.45675,0.021394040501166865,1321.8218739421038,15.46519533231529,0.8976685380114814,0.0025183191343430633,0.0
Kepler-949 c,2.97,9.11,20.99757968,582.0,5211.0,0.82,0.9,0.08,-0.8283479151223986,0.3649716717149967,1.032774433447834,-0.1685341964432141,43.66079649791642,53.54096278825307,0.6972499999999999,0.3357888246062758,601.5429095920853,19.615482100808485,0.07040654010256842,0.047876014230117836,0.0
Kepler-9 c,8.08,29.9,38.9853,523.0,5774.0,1.02,0.96,0.05,-0.9762086881995504,0.1984118140370504,0.4579820605822958,-0.2016803532129361,44.33895455534041,58.6325097706167,0.5565,0.6104239497576402,554.9251725723246,21.54507133916945,0.07993534379946857,0.03866378118822581,0.07317648412387279
Kepler-965 b,3.38,11.4,134.2527298,393.0,5886.0,1.05,1.15,0.03,-1.3020036119288685,0.0873719089184195,0.997864220440461,-0.1705473397064728,50.57142089457168,57.40351325609957,0.5285,0.5527181504603643,414.72182331309233,20.568948850262952,0.05431892231776735,0.16512937329125435,0.5599936690517627
Kepler-969 c,0.99,0.937,1.6829346,1270.0,5214.0,0.92,0.82,0.22,0.8958590658450686,1.142251007545413,0.956024895418835,-0.1729600593105839,44.92840620272645,47.08880766325855,0.6965,0.020519583291393195,1272.605987078007,10.896078434580271,0.31513030455838587,0.0037942280693122506,0.0
Kepler-1393 b,0.8,0.437,2.44357812,1249.0,5697.0,0.95,0.92,-0.09,0.8432306550887941,-0.5788675217933658,0.6828124999999998,-0.1887152107661207,45.859683910294436,47.32643316063452,0.57575,0.020543439369684016,1251.5658755772736,8.27777747949291,0.4409265300699027,0.00345860669379745,0.0
Kepler-986 b,2.36,6.17,56.4349938,465.0,5642.0,0.96,0.98,0.04,-1.1215633464787846,0.142891861477735,1.1077994829072106,-0.1642077784731232,47.617392345214355,54.30897922451309,0.5895,0.42139237717722877,484.59474553874117,18.10942258716931,0.05934379843123325,0.11973715364270698,0.3173793557682598
Kepler-990 b,2.6,7.27,9.91723428,903.0,5948.0,1.05,1.08,0.01,-0.0238850649907751,-0.0236679962002113,1.0754437869822484,-0.1660736121552502,44.768041770994415,52.90309282017738,0.513,0.11831681785611825,913.6840086524076,18.728308478384758,0.28376630058276525,0.009645804368706812,0.0
Kepler-97 b,1.48,3.51,2.58664,1328.0,5779.0,0.94,0.98,-0.2,1.041213724124303,-1.1895869999458355,1.6024470416362309,-0.1356832776248355,46.36094146967496,52.459138220506475,0.55525,0.02304896003534198,1331.0609018926932,17.24807862389942,0.5100296840528623,0.0023418284519944104,0.0
Kepler-971 b,2.13,5.18,9.59070716,1087.0,5431.0,0.88,0.85,-0.06,0.4372400578261056,-0.4123076641154194,1.1417487711873748,-0.1622500481957626,43.53534660155333,49.63909331626136,0.64225,0.05442727636803275,1092.9162449412052,17.46598572302735,0.12493376427071373,0.0049564112003974556,0.0
Kepler-992 b,1.62,3.26,20.16034462,510.0,4944.0,0.8,0.74,-0.04,-1.0087881805724823,-0.3012677589967885,1.2421886907483612,-0.1564580483765765,45.83280464926717,51.244611221833146,0.764,0.34589256450905587,527.6405207899619,15.888003083311276,0.039627971013984443,0.10774057084033072,0.16791485836818787
Kepler-1732 b,4.099,15.7,32.31240082,699.0,5821.0,1.04,1.49,0.04,-0.5351324837660125,0.142891861477735,0.9344236370850956,-0.1742057242305686,44.45862836600244,56.21736198455757,0.5447500000000001,0.30584371173387886,720.3784754501982,21.919411491789123,0.22542736380032824,0.019605340104625578,0.0
HD 191939 b,3.41,10.0,8.8803256,880.0,5348.0,0.81,0.94,-0.15,-0.0815257053428852,-0.9119872371492584,0.8599857242369775,-0.1784982841971773,43.78432409648613,51.57112612940552,0.663,0.13300986699125317,891.7048682952303,19.179656867020768,0.15122556825469893,0.009425073663454771,0.0
K2-158 c,1.28,2.18,5.90279,948.0,5503.0,0.92,0.95,0.07,0.0888901009155272,0.3094517191556813,1.33056640625,-0.1513616313897553,44.37211761180945,49.44261998040842,0.62425,0.08403998010111237,955.9669901135853,14.61642911247477,0.22735101104452812,0.01144285957432348,0.0
HR 5183 b,13.1,1052.01203,27000.0,171.0,5794.0,1.07,1.53,0.1,-1.8583610970666269,0.4760115768336276,6.130248994813823,0.1254183661114604,49.409610496646586,89.06927910494335,0.5515,1.0,188.10000000000002,100.36741246148443,0.002629929857492238,0.028688686582633807,0.6531250000000001
K2-219 d,2.576,7.16,11.137278,912.5307146386988,5753.0,1.02,1.19,0.13,0.0,0.642571434511574,1.0789996527911732,-0.1658685584852318,44.7288282218122,52.53042504765645,0.56175,0.11296835100660409,922.8394236462599,18.672462868224354,0.27906705030401796,0.00929327742820178,0.0
K2-189 b,1.52,2.92,2.588309,1197.0,5519.0,0.94,0.87,0.0,0.712912685597067,-0.0791879487595267,1.2638504155124652,-0.1552088965805044,45.071029967065954,50.08390451302658,0.62025,0.033346255400554185,1200.9915467714463,15.523428812774036,0.3342149323854349,0.0038686253876819916,0.0
KELT-8 b,18.159,209.7678,3.24406,1675.0,5754.0,0.81,1.46,0.27,1.9108355590017896,1.41985077034199,0.6361433127734403,-0.1914064507149308,49.676161090720505,75.62586358127712,0.5615,0.9925119675211999,1841.2457545598008,38.066370482421085,0.9566411828417426,0.00010781528729297874,0.0
KMT-2016-BLG-2397L b,13.2,836.0,,912.5307146386988,5412.3924897449615,0.64,,0.014262971257932,0.0,-3.3709117781417086e-16,4.797979797979799,0.0485913138706985,42.571195947632475,86.45096278227284,0.6469018775637596,1.0,1003.7837861025688,89.1321116844728,0.0,0.001263765798368005,0.0
Kepler-1210 b,1.7,3.53,8.07124073,856.0,5568.0,0.94,0.92,0.04,-0.1416724604929131,0.142891861477735,1.221453287197232,-0.1576537826438264,44.0778047798476,50.403004830190234,0.608,0.12103513884467751,866.3606078851045,16.139159537851878,0.18139927375156448,0.01515045412679749,0.0
Kepler-125 b,2.37,6.21,4.164389,590.0,3810.0,0.54,0.51,-0.14,-0.8082989967390559,-0.8564672845899429,1.1055920525556802,-0.1643350728422626,43.33931891058148,50.326033792304955,1.0,0.2894982035688427,607.0803940105617,18.12965959310944,0.018997476287697147,0.052561046197300405,0.0
TOI-5678 b,4.91,20.0,47.73022,513.0,5485.0,0.91,0.94,0.0,-1.001269836178729,-0.0791879487595267,0.829596691568394,-0.1802507076607863,44.85146041038976,57.54396759270427,0.6287499999999999,0.5227664986897568,539.8179213827846,22.60436307756903,0.05453263218094019,0.053426417607610764,0.12563221742088693
Kepler-1924 b,2.654,7.53,15.33170033,821.0,5726.0,1.02,1.29,0.16,-0.2293864784200371,0.8091312921895204,1.0690379907423866,-0.1664430108049624,44.64594395510142,52.9999400478116,0.5685,0.15703078066374215,833.8922270924933,18.865358020267095,0.2600645145106051,0.013988343116174385,0.0
Kepler-1939 b,1.165,1.68,2.7906599,816.0,4353.0,0.65,0.6,-0.18,-0.2419170524096263,-1.078547094827205,1.2378198161690213,-0.1567099852646603,43.261741243757214,46.638450958246075,0.9117500000000001,0.12228108229519982,825.9781363152882,13.449610297974507,0.0585071681637869,0.02253555827530771,0.0
TOI-125 c,2.759,6.63,9.15059,827.8,5320.0,0.86,0.85,-0.02,-0.212344897794196,-0.1902278538781576,0.870983900460334,-0.1778640599268325,43.59916792125197,50.4455351709876,0.6699999999999999,0.13795203866623723,839.2196697607911,17.361967408305446,0.11868837013252515,0.013895286387379344,0.0
OGLE-2018-BLG-1119L b,13.9,289.22385,,912.5307146386988,5412.3924897449615,0.48,,0.014262971257932,0.0,-3.3709117781417086e-16,1.4969403757569484,-0.1417674580220995,42.57673182618269,74.88329405833547,0.6469018775637596,0.999994715733107,1003.7833038969843,51.089031995290604,0.0,0.00171662544434126,0.0
Kepler-1438 b,0.94,0.779,2.31942009,1490.0,5530.0,0.97,0.96,0.2,1.4472043213869912,1.0312111024267825,0.8816206428248077,-0.1772506782144511,45.84142022574338,47.92760615167405,0.6174999999999999,0.008492325565427304,1491.2653565092487,10.195835612140243,0.4413128414915631,0.0017555924709362443,0.0
Kepler-1468 d,3.332,11.1,19.59059906,819.0,5794.0,1.07,1.5,0.14,-0.2343987080158728,0.6980913870708896,0.999799679775872,-0.170435728903022,45.01768273640119,54.558027892108186,0.5515,0.1807373144515605,833.8023860535827,20.442170944916207,0.3130553911749747,0.012254231380875386,0.0
Kepler-1454 b,1.88,4.19,47.0319479,492.0,5448.0,0.9,0.86,-0.02,-1.0538982469350031,-0.1902278538781576,1.1854911724762338,-0.1597275852003398,46.524926091263694,52.69266110011295,0.638,0.3750874202095754,510.45430107431105,16.72037869875522,0.044864879331871756,0.11255484021792342,0.22758923238086437
BD+20 2457 c,12.4,3963.17,621.99,912.5307146386988,4137.0,2.8,49.0,-1.0,0.0,-5.631183204691071,25.77503902185224,1.2582609727352794,9.132886982553503,88.22114218085747,0.96575,1.0,1003.7837861025688,200.22971581854227,8.659679630047192,0.000775198578714528,0.0
TOI-2338 b,11.209,1900.61387,22.65398,799.0,5581.0,0.99,1.05,0.22,-0.2845210039742294,1.142251007545413,15.127255978053972,0.6442425850864806,43.458870423809486,95.39920800319635,0.60475,1.0,878.9000000000001,145.84163861409536,0.11986347463819183,0.001775221019036792,0.0
DMPP-2 b,14.3,138.89171,5.2072,1000.0,6500.0,1.44,1.78,0.014262971257932,0.2192080704072544,-3.3709117781417086e-16,0.6792102792312582,-0.1889229375557519,44.8677202302064,71.26267129741098,0.375,0.9835904897878068,1098.3590489787807,34.90504211718984,1.6890679014649754,0.0014071928841540963,0.0
Kepler-1476 b,1.67,3.43,10.35863224,860.0,5663.0,0.98,0.96,0.06,-0.1316480013012418,0.2539317665963658,1.2298755781849475,-0.1571681001772215,44.05783559856473,50.44129318907257,0.5842499999999999,0.11958275167793825,870.2841166443027,16.05117564295395,0.17895765739503602,0.014995080976919579,0.0
Kepler-1474 b,2.16,5.31,36.4333452,561.0,5870.0,1.04,1.04,0.04,-0.880976325878673,0.142891861477735,1.138117283950617,-0.162459462674693,44.13712102700881,53.48101467326837,0.5325,0.32660846995740644,579.3227351646104,17.560561874078324,0.1048357889275526,0.06590068016014715,0.0
CoRoT-24 c,5.0,28.0,11.759,850.0,4950.0,0.91,0.86,0.3,-0.1567091492804201,1.5864106280199364,1.12,-0.1635042196381073,43.21139210963033,56.36725944130488,0.7625,0.3107747001840778,876.4158495156466,26.504037428286278,0.07704195378037054,0.007311680584432379,0.0
K2-117 b,2.03,4.78,1.2916,868.0,3778.0,0.54,0.51,-0.05,-0.1115990829178991,-0.356787711556104,1.159940789633333,-0.1612009815695628,43.01022491213643,47.80203948464666,1.0,0.11254369270161749,877.7687925265003,17.18636187454339,0.040085994167072626,0.013080421021482309,0.0
K2-275 c,2.21,5.52,8.4388385,653.0,4841.0,0.77,0.69,-0.06,-0.6504137644702327,-0.4123076641154194,1.1301979893941565,-0.162916139191755,43.43285406747212,50.86676965203218,0.78975,0.2432596870635011,668.8848575652466,17.70074007195808,0.056598715923344825,0.03761637997403964,0.0
Kepler-1509 b,1.85,4.08,25.4338197,667.0,5780.0,1.0,0.99,0.03,-0.6153281572993831,0.0873719089184195,1.1921110299488678,-0.1593458424286199,43.85981757341959,51.790995519669245,0.5549999999999999,0.23194399873897897,682.4706647158899,16.63268030276702,0.1134829283669273,0.038203769512050886,0.0
Kepler-1511 b,1.68,3.46,23.2382792,903.0,6064.0,1.17,1.29,0.14,-0.0238850649907751,0.6980913870708896,1.2259070294784582,-0.1573969517482988,44.53442221337268,51.282112606870925,0.484,0.10451565308516718,912.4377634735905,16.073166043647614,0.24791533859562845,0.012250426360644197,0.0
Kepler-1493 b,1.41,2.57,15.0217983,874.0,5863.0,1.06,1.29,0.06,-0.0965623941303921,0.2539317665963658,1.292691514511343,-0.153545736744089,44.88214994645541,50.967273222676,0.53425,0.11239149101439952,883.8230163146584,15.120809014342681,0.2897794361723929,0.015265424875069006,0.0
Kepler-1496 b,2.22,5.56,64.6588017,535.0,6182.0,1.18,1.27,0.05,-0.9461353106245366,0.1984118140370504,1.128155182209236,-0.1630339403498743,45.21916638135557,54.50674445131296,0.4545,0.3556136808247098,554.0253319241219,17.724701550239004,0.1311982957503907,0.07660157920342199,0.07630093081902112
Kepler-1946 b,2.488,6.75,3.03519011,1143.0,5505.0,0.89,0.87,-0.04,0.5775824865095042,-0.3012677589967885,1.0904431302405888,-0.165208655335094,44.79590480779173,51.422106426135706,0.62375,0.04688145700671541,1148.3585505358676,18.44780592396722,0.2975091881356154,0.003653658931629569,0.0
KMT-2021-BLG-1554L b,6.9,38.13941,,912.5307146386988,5412.3924897449615,0.08,,0.014262971257932,0.0,-3.3709117781417086e-16,0.8010798151648811,-0.1818951707756,42.611547759575856,56.78374174787956,0.6469018775637596,0.35155550796506807,944.6112345305523,26.331794828658197,0.0,0.00456437620842018,0.0
HD 97048 b,13.3,794.575,,912.5307146386988,10000.0,2.4,2.25,0.014262971257932,0.0,-3.3709117781417086e-16,4.4919158799253776,0.0309417362348443,42.571415605162294,87.34008739716666,0.0,1.0,1003.7837861025688,86.56845177144653,0.0,0.0012817350577633967,0.0
Kepler-705 b,2.11,5.1,56.0560538,265.0,3722.0,0.53,0.51,0.07,-1.6227863060623509,0.3094517191556813,1.1455268300352643,-0.1620321814724568,59.75093755397113,53.58199492738622,1.0,0.5887155467943237,280.60096199004954,17.412530216220894,0.00305764689000066,0.6089146385098699,0.9743088957987831
Kepler-1539 b,2.7,7.75,133.3036741,301.0,5176.0,0.84,0.8,-0.01,-1.5325661733373088,-0.1347079013188422,1.063100137174211,-0.1667854249261957,56.84195819050972,55.97450811137647,0.706,0.5941697396140594,318.88450916238315,18.975227515349037,0.015793758084094927,0.4271260177631298,0.8927621209639474
DH Tau b,30.264,3496.0,,2200.0,4371.0,0.33,0.27,0.014262971257932,3.2265458279086507,-3.3709117781417086e-16,3.816970183051758,-0.0079798934452623,42.55587933175879,91.87940647898472,0.90725,1.0,2420.0,120.3761836417717,0.0,1.0718626952247406e-05,0.0
DMPP-1 c,3.06,9.6,6.584,1239.0,6196.0,1.21,1.26,0.014262971257932,0.8181695071096159,-3.3709117781417086e-16,1.0252466999871843,-0.1689682930756441,47.01396153469415,55.09987494212714,0.45099999999999996,0.03773775410115667,1243.6757077331333,19.837773436098132,0.5976084024442145,0.0022672742559364523,0.0
DMPP-1 d,1.65,3.35,2.882,1632.0,6196.0,1.21,1.26,0.014262971257932,1.8030726226913232,-3.3709117781417086e-16,1.2304866850321396,-0.157132859898616,49.73666677995755,55.506095807545066,0.45099999999999996,0.006295817754739913,1633.0274774575737,15.958734665417936,1.0366064948142182,0.0008970445013054692,0.0
Kepler-377 b,1.39,2.51,12.509529,875.0,5949.0,1.04,1.22,0.05,-0.0940562793324743,0.1984118140370504,1.2991046012111176,-0.1531759176804351,45.03541986845656,51.19297761944751,0.51275,0.11231409343569085,884.8274831756229,15.050380620918938,0.3103783462840158,0.015293608594406191,0.0
Kepler-60 c,1.9,3.85,8.9187,1023.0,5905.0,1.04,1.26,-0.09,0.2768487107593645,-0.5788675217933658,1.0664819944598338,-0.1665904056861122,45.61881327162855,51.68626010753976,0.5237499999999999,0.06511275910341842,1029.6610352562798,15.943056564899308,0.40269494457578253,0.006986915920854302,0.0
Kepler-1584 b,1.61,3.22,13.3997099,886.0,6069.0,1.1,1.13,0.0,-0.0664890165553782,-0.0791879487595267,1.2422360248447204,-0.1564553187937697,44.7546863096912,51.45140575631064,0.48275,0.11037865027024128,895.7795484139434,15.839191898578665,0.2754979402128048,0.013526524925605212,0.0
Kepler-512 b,2.69,7.7,34.43587975,652.0,5997.0,1.17,1.3,0.22,-0.6529198792681505,1.142251007545413,1.0641091195533507,-0.1667272406327088,44.33361111020238,54.25155173058721,0.50075,0.2721152047018307,669.7419113465594,18.94904142704104,0.18528430303570045,0.03356256106881588,0.0
Kepler-514 b,1.72,3.61,5.65179605,1248.0,6106.0,1.28,1.44,0.36,0.8407245402908763,1.9195303433758288,1.2202541914548406,-0.1577229300739864,48.6509350783337,54.703664139795315,0.47350000000000003,0.028745040985692437,1251.5873811150143,16.225847883389136,0.8150502399893106,0.003018461323737147,0.0
Kepler-511 b,6.35,33.1,296.637865,332.0,5770.0,1.0,1.2,0.01,-1.454876614601856,-0.0236679962002113,0.8208816417632836,-0.1807532724489306,52.47096365201526,62.644490448896306,0.5575,0.8148389489582297,359.05265310541324,25.570849545071688,0.0321961940949909,0.17588901936462942,0.7532893989395374
Kepler-517 b,2.67,7.61,60.92832271,467.0,5690.0,0.95,0.98,-0.06,-1.1165511168829492,-0.4123076641154194,1.0674858673848702,-0.1665325160360038,47.38950151563005,54.92178834682085,0.5775,0.43468677599012046,487.29987243873865,18.908397357700736,0.05833263370573956,0.10958122929381708,0.30798655403215747
Kepler-519 b,2.1,5.06,24.3078946,532.0,5260.0,0.89,0.8,0.01,-0.95365365501829,-0.0236679962002113,1.147392290249433,-0.1619246072602273,44.81631631488223,52.45219249927979,0.685,0.3434894619094217,550.2736393735812,17.385357823946755,0.05238189884091584,0.0809186526395157,0.08932764106395419
Kepler-1060 b,2.38,6.26,46.8779367,484.0,5797.0,0.99,0.99,-0.03,-1.073947165318346,-0.2457478064374731,1.105147941529553,-0.164360683087614,46.889919458198854,54.46108054174049,0.5507500000000001,0.405739700081547,503.6378014839469,18.16421821960449,0.07638260196312395,0.10403626079763542,0.2512576337362956
Kepler-288 c,2.85,8.5,19.305772,815.0,5918.0,0.84,1.09,-0.24,-0.2444231672075441,-1.4116668101830974,1.046475838719606,-0.1677440869209886,44.06309799277791,53.0183169807906,0.5205,0.1672620519792859,828.6318572363118,19.342163742601652,0.18168451220572066,0.013785985363462977,0.0
Kepler-288 d,2.67,7.61,56.633742,570.0,5918.0,0.84,1.09,-0.24,-0.8584212926974125,-1.4116668101830974,1.0674858673848702,-0.1665325160360038,43.882660221106896,54.25615258587187,0.5205,0.3399865311085663,589.3792322731883,18.908397357700736,0.0886596169205727,0.054953043331228905,0.0
Kepler-1283 b,1.91,4.31,12.9460978,764.0,6175.0,1.16,1.25,0.04,-0.3722350219013535,0.142891861477735,1.1814369123653408,-0.1599613794320742,45.56349304955681,53.57289108669103,0.45625000000000004,0.1740317003221409,777.2960219046116,16.82441506883306,0.3696849761335687,0.022332599167663243,0.0
Kepler-1296 b,0.91,0.693,8.3839865,1285.0,5359.0,0.87,0.83,-0.04,0.933450787813836,-0.3012677589967885,0.8368554522400675,-0.1798321216973405,43.505516745662234,45.2587452989274,0.66025,0.018590422309343737,1287.3888692667506,9.773811161230025,0.123522863056206,0.00337580201387044,0.0
Kepler-1303 b,1.42,2.6,7.56127224,891.0,5771.0,1.01,1.0,0.04,-0.053958442565789,0.142891861477735,1.289426701051379,-0.1537340064983106,44.63403476393779,50.54622654577522,0.55725,0.10539925182403588,900.3910733375217,15.155159954267608,0.25832368696905295,0.01406902833393868,0.0
Kepler-289 d,3.03,5.33,66.0282,912.5307146386988,5990.0,1.08,1.0,0.05,0.0,0.1984118140370504,0.5805531048154321,-0.1946121330357514,43.19327936317964,49.094644924171135,0.5025,0.0919581465335975,920.9221779560141,14.85457780780675,0.070704029831995,0.009638128205767446,0.0
Kepler-29 b,2.55,5.0,10.33974,777.0,5378.0,0.76,0.73,-0.44,-0.3396555295284217,-2.522065861369406,0.7689350249903883,-0.1837488423007488,43.412465121086555,49.565035703242756,0.6555,0.14951379964253947,788.6172222322253,15.683136941113709,0.08427116857440829,0.0193530698682372,0.0
Kepler-29 c,2.34,4.5,13.28613,715.0,5378.0,0.76,0.73,-0.44,-0.4950346469993272,-2.522065861369406,0.8218277449046681,-0.1806987141692368,43.420493314103396,49.80420492094852,0.6555,0.18249239918183005,728.0482065415009,15.531605494306413,0.07129949109609422,0.02778966309568009,0.0
Kepler-289 b,2.49,3.7,34.5383,607.0,5990.0,1.08,1.0,0.05,-0.7656950451744529,0.1984118140370504,0.5967645683134143,-0.1936772777107026,44.00663633161258,50.64939645679117,0.5025,0.241500493882359,621.6590799786592,13.65272086979714,0.10890884890957778,0.052869231599372804,0.0
Kepler-290 b,2.25,5.69,14.589347,594.0,5147.0,0.76,0.74,-0.1,-0.7982745375473846,-0.6343874743526812,1.1239506172839506,-0.1632764021060511,43.625749198983726,51.943867207303896,0.7132499999999999,0.293807138441201,611.4521440234073,17.810778259869,0.057749211638093934,0.052620564651045296,0.0
Kepler-385 d,2.619,7.36,56.4159,535.0,5829.0,1.05,1.16,0.01,-0.9461353106245366,-0.0236679962002113,1.0730175308612817,-0.166213525399659,44.83791181986001,54.47882661689524,0.5427500000000001,0.36850290638949307,554.714905491838,18.775399240697265,0.09475039645588561,0.06958073669248484,0.07390657815334045
Kepler-386 c,1.58,3.12,25.193458,513.0,5178.0,0.83,0.77,0.07,-1.001269836178729,0.3094517191556813,1.2497997115846815,-0.1560191488682887,45.75319790927695,51.484581065665125,0.7055,0.3447584122445527,530.6861065481455,15.738624584043816,0.044496682215064365,0.10686535619249553,0.15733990781893914
Kepler-406 c,0.85,2.71,4.62332,1050.0,5538.0,1.07,1.07,0.18,0.3445138103031459,0.9201711973081512,3.7508650519031135,-0.0117919326158805,45.207365626498444,53.462585485167544,0.6154999999999999,0.11482862361830815,1062.0570054799223,19.998305810595998,0.34815014072407774,0.006518424011832206,0.0
