pl_name,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,disc_year,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_cmasse,pl_cmassj,pl_bmasse,pl_bmassj,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,ra,dec,glat,glon,elat,elon,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_icmag,sy_tmag,sy_kepmag,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec,Habitability Score,Terraformability Score
K2-173 b,1,1,1,0,0,2018,0,0,0,1,0,0,0,0,0,0,0,5.868699,0.0,1.608,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.826,2457067.141,0,0.0,0.0,0.0,12.982789,0.01749,0.0,0.0,0.0,0.0,0.0,0.0,5580.0,0.84,0.88,-0.25,0.0,4.52,0.0,0.0,0.0,0.0,0.0,60.3752402,15.6251296,-27.133,175.87462,-4.92692,61.45332,67.7448693,64.8875,19.4674,228.641,4.34511,13.262,12.523,10.778,10.386,10.299,15.4793,12.9942,12.2159,11.9728,12.1386,10.214,10.245,10.134,8.909,12.1848,0.0,11.6182,12.106,0,0,0,0,0,0,0,0.0,47.7
K2-209 b,1,1,1,0,0,2018,0,0,0,1,0,0,0,0,0,0,0,2.080615,0.0,0.869,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.231,2457394.233,0,0.0,0.0,0.0,8.501853,0.01118,0.0,0.0,0.0,0.0,0.0,0.0,4720.0,0.71,0.74,-0.06,0.0,4.46,0.0,0.0,0.0,0.0,0.0,14.6903464,1.382807,-61.43447,126.76197,-4.51408,14.05708,242.2871019,-75.3148,-230.284,76.4986,13.0435,12.081,11.061,9.263,8.774,8.613,15.1943,11.9464,10.764,10.4604,10.9967,8.555,8.612001,8.553001,8.172,10.7447,0.0,10.1095,10.717,0,0,0,0,0,0,0,0.0,47.7
K2-181 b,0,1,1,0,0,2018,0,0,0,1,0,0,0,0,0,0,0,6.894252,0.0,2.706,0.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.616,2457143.794,0,0.0,0.0,0.0,18.422692,0.02483,0.0,0.0,0.0,0.0,0.0,0.0,5609.0,1.0,1.04,0.42,0.0,4.46,0.0,0.0,0.0,0.0,0.0,127.5541103,10.9101444,26.83381,214.12703,-7.81632,127.16069,37.3382669,16.9173,-33.2859,360.911,2.74245,13.502,12.669,11.438,11.082,11.026,15.2847,15.244,12.6189,12.4471,13.3819,10.999,11.062,11.041,8.319,12.5618,0.0,12.0873,12.637,0,0,0,0,0,0,0,0.0,47.7
K2-182 b,0,1,1,0,0,2018,1,0,0,1,0,0,0,0,0,0,0,4.7369729,0.0519,2.7,0.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,982.0,0.0,2457145.942,0,0.28,0.0,0.0,13.98,0.0308,0.0,0.0,0.0,0.0,0.0,0.0,5181.0,0.8,0.84,-0.02,0.0,4.56,0.0,0.0,0.0,0.0,0.0,130.180046,10.9829509,29.20051,215.28839,-7.09689,129.65864,65.1770947,-65.1617,1.41652,154.83,6.43038,12.868,11.833,10.408,9.994,9.913,15.247,12.5567,11.7948,11.5542,11.853,9.845,9.917,9.896,9.044,11.7202,0.0,11.1704,11.742,0,0,0,0,0,0,0,0.0,0.0
HD 75784 c,0,1,2,0,0,2018,1,0,0,0,0,0,0,0,0,0,0,3878.0,5.22,0.0,0.0,0.0,0.0,1430.235,4.5,0.0,0.0,1430.235,4.5,0.0,0.266,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2464623.0,302.0,51.9,0.0,0.0,4867.0,3.4,1.26,0.28,0.77,0.0,5.36,0.0,0.0,0.0,0.0,133.0992289,13.2330548,32.73091,214.28167,-4.16966,131.82334,148.6797633,-119.403,-88.5923,85.4321,11.677,13.062,7.84,6.092,5.626,5.502,0.0,0.0,0.0,0.0,0.0,5.513,5.437,5.529,5.434,7.5599,0.0,6.9671,9.244,0,1,0,1,0,0,0,0.0,0.0
K2-215 b,1,1,1,0,0,2018,0,0,0,1,0,0,0,0,0,0,0,8.269648,0.0,2.124,0.189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.984,2457394.332,0,0.0,0.0,0.0,28.084531,0.01998,0.0,0.0,0.0,0.0,0.0,0.0,5704.0,0.97,1.0,0.11,0.0,4.41,0.0,0.0,0.0,0.0,0.0,18.4700795,6.1238647,-56.30748,133.02426,-1.57154,19.36005,12.5748021,-6.44814,-10.7957,403.964,2.44698,13.721,12.99,11.679,11.405,11.298,15.3699,13.5869,12.8828,12.7202,13.4133,11.282,11.339,11.387,9.141,12.8302,0.0,12.3609,12.798,0,0,0,0,0,0,0,0.0,47.7
K2-216 b,0,1,1,0,0,2018,1,0,0,1,0,0,0,0,0,0,0,2.174789,0.0,1.678,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.007,2457394.042,0,0.0,0.0,0.0,8.677734,0.02312,0.0,0.0,0.0,0.0,0.0,0.0,4591.0,0.67,0.7,-0.18,0.0,4.59,0.0,0.0,0.0,0.0,0.0,11.4802354,6.3470302,-56.49811,120.44792,1.30322,13.02957,10.7859024,-1.96984,10.6045,115.461,8.63246,13.563,12.403,10.394,9.856,9.721,0.0,0.0,0.0,0.0,0.0,9.65,9.744,9.731,7.809,12.0576,0.0,11.375,12.1,0,0,0,0,0,0,0,0.0,47.7
K2-217 b,0,1,1,0,0,2018,0,0,0,1,0,0,0,0,0,0,0,14.0721,0.0,3.36,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2457395.01,0,0.0,0.0636,5.688,17.0,0.0241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2983678,6.4815879,-56.3562,120.13142,1.49761,12.91561,5.0971571,-4.16974,2.9316,381.878,2.59059,12.813,12.264,11.009,10.747,10.679,14.5392,12.9298,12.1878,11.9851,12.7755,10.641,10.675,10.754,8.015,12.0279,0.0,11.601,12.062,0,0,0,0,0,0,0,0.0,47.7
K2-218 b,1,1,1,0,0,2018,0,0,0,1,0,0,0,0,0,0,0,8.679885,0.0,2.569,0.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.453,2457396.459,0,0.0,0.0,0.0,16.021068,0.02336,0.0,0.0,0.0,0.0,0.0,0.0,5757.0,1.01,1.05,0.25,0.0,4.45,0.0,0.0,0.0,0.0,0.0,12.809613,6.8464327,-56.02528,122.84333,1.24964,14.44075,13.9946533,-11.4497,-8.04703,394.083,2.50996,13.581,12.92,11.563,11.267,11.206,14.9049,13.5754,12.7844,12.6577,12.8027,11.088,11.14,11.063,8.923,12.7137,0.0,12.2418,12.713,0,0,0,0,0,0,0,0.0,47.7
K2-219 b,0,1,3,0,0,2018,0,0,0,1,0,0,0,0,0,0,0,3.9009,0.0,1.47,0.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2457392.841,0,0.0,0.01173,3.408,7.7,0.0102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8452963,8.8675474,-54.0042,122.90808,3.09857,15.25844,22.4239582,6.96606,-21.3145,325.4,3.04486,12.837,12.09,10.849,10.509,10.424,14.7686,12.6856,11.9375,11.7894,13.2774,10.364,10.414,10.337,8.989,11.911,0.0,11.4427,11.923,1,0,0,0,0,0,0,0.0,47.7
K2-180 b,0,1,1,0,0,2018,1,0,0,1,0,0,0,0,0,0,0,8.86638,0.0,2.51,0.224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2457143.392,0,0.0,0.1189,2.952,19.7,0.0335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.4643579,10.246577,25.58211,214.28896,-8.71935,126.27261,131.9404907,97.0976,-89.3328,203.896,4.87598,13.334,12.557,11.146,10.747,10.677,15.2991,15.3888,14.9587,14.5213,13.6846,10.619,10.667,10.599,8.927,12.4039,0.0,11.8964,12.393,1,0,0,0,0,0,0,0.0,47.7
K2-210 b,1,1,1,0,0,2018,0,0,0,1,0,0,0,0,0,0,0,0.57023,0.0,0.86,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.2,2457465.804,0,0.0,0.0,0.0,4.4,0.00874,0.0,0.0,0.0,0.0,0.0,0.0,5500.0,0.89,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,17.6412694,1.5784137,-60.92611,132.80593,-5.46462,16.8672,77.6140865,70.7469,31.919,176.51,5.6373,12.883,11.535,10.354,9.995,9.915,15.2959,12.4766,11.6015,11.4084,11.9271,9.877,9.929,9.998,8.599,11.5845,0.0,11.0759,11.507,0,0,0,0,0,0,0,0.0,47.7
K2-211 b,1,1,1,0,0,2018,0,0,0,1,0,0,0,0,0,0,0,0.669561,0.01419,1.332,0.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,1873.0,84.1,2457432.648,0,0.36,0.0222,1.2912,3.73,0.01489,0.0,0.0,-150.0,0.0,0.0,0.0,5117.0,0.82,0.85,0.134,-0.383,4.54,6.5,2.19,0.0,0.0,0.0,21.1061587,1.7049101,-60.09222,139.64299,-6.65428,20.14076,49.7001927,48.6553,-10.1376,272.297,3.64447,0.0,13.1547,11.624,11.205,11.104,15.8021,15.698,15.2988,15.1844,13.3377,11.074,11.128,10.933,9.086,12.9329,0.0,12.383,12.872,0,0,0,0,0,0,0,0.0,0.0
K2-212 b,0,1,1,0,0,2018,0,0,0,1,0,0,0,0,0,0,0,9.79551,0.0785,2.52,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542.0,0.0,2457399.641,0,0.38,0.0,0.0,28.26,0.0357,0.0,0.0,0.0,0.0,0.0,0.0,4272.0,0.65,0.67,0.03,0.0,4.64,0.0,4.445,0.0,0.0,0.0,18.4241015,3.0970732,-59.30136,133.86499,-4.35659,18.17215,165.6720402,162.635,31.5766,109.218,9.12809,14.401,12.977,10.629,10.015,9.856,16.7814,16.7233,15.8655,11.8544,14.1993,9.789,9.843,9.74,8.525,12.55,0.0,11.7603,12.588,0,0,0,0,0,0,0,0.0,51.95
K2-213 b,1,1,1,0,0,2018,0,0,0,1,0,0,0,0,0,0,0,8.13087,0.0,1.514,0.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.862,2457399.003,0,0.0,0.0,0.0,13.24909,0.01153,0.0,0.0,0.0,0.0,0.0,0.0,5794.0,1.2,1.07,0.25,0.0,4.25,0.0,0.0,0.0,0.0,0.0,13.1403998,3.5077702,-59.36278,123.48216,-1.95562,13.44991,18.4347509,18.2444,2.64233,389.702,2.53777,12.719,11.803,11.034,10.729,10.656,15.1926,12.4921,12.0785,11.9452,13.5378,10.622,10.681,10.764,8.545,12.0409,0.0,11.6049,12.043,0,0,0,0,0,0,0,0.0,47.7
K2-214 b,1,1,1,0,0,2018,0,0,0,1,0,0,0,0,0,0,0,8.596802,0.0834,2.43,0.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1006.0,0.0,2457396.596,0,0.39,0.0,0.0,16.18,0.0176,0.0,0.0,0.0,0.0,0.0,0.0,5854.0,1.27,1.05,0.05,0.0,4.25,0.0,1.08,0.0,0.0,0.0,14.8759777,4.2277722,-58.58351,126.79207,-1.96014,15.32634,30.8225303,-25.3227,-17.5724,300.64,3.29796,12.146,11.806,10.576,10.217,10.223,14.5997,12.1781,11.3536,11.2429,13.4246,10.163,10.216,10.168,8.51,11.599,0.0,11.1651,11.597,0,0,0,0,0,0,0,0.0,0.0
K2-171 b,0,1,1,0,0,2018,0,0,0,1,0,0,0,0,0,0,0,5.6315915,0.0,1.23,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2456979.452,0,0.54,0.0217,6.71,0.0,0.01372,0.0,0.0,0.0,0.0,0.0,0.0,5032.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.3407712,-13.4288624,-49.81476,44.59738,-1.91805,329.53695,9.0632341,-8.946,1.45303,606.128,1.62229,13.536,12.745,11.101,10.614,10.529,0.0,0.0,0.0,0.0,0.0,10.459,10.522,10.42,8.898,12.4386,0.0,11.8767,12.445,0,0,0,0,0,0,0,0.0,47.7
K2-219 c,1,1,3,0,0,2018,0,0,0,1,0,0,0,0,0,0,0,6.66767,0.0,1.438,0.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.269,2457398.416,0,0.0,0.0,0.0,10.347938,0.01109,0.0,0.0,0.0,0.0,0.0,0.0,5753.0,1.19,1.02,0.13,0.0,4.23,0.0,0.0,0.0,0.0,0.0,12.8452963,8.8675474,-54.0042,122.90808,3.09857,15.25844,22.4239582,6.96606,-21.3145,325.4,3.04486,12.837,12.09,10.849,10.509,10.424,14.7686,12.6856,11.9375,11.7894,13.2774,10.364,10.414,10.337,8.989,11.911,0.0,11.4427,11.923,1,0,0,0,0,0,0,0.0,47.7
K2-151 b,0,2,1,0,0,2018,0,0,0,1,0,0,0,0,0,0,0,3.83553,0.0,1.054,0.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2457395.238,0,0.0,0.0983,1.6392,15.6,0.0301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3047733,9.5012663,-52.84098,133.49358,1.24627,21.39753,62.5229431,55.3851,-29.0105,69.4798,14.3638,15.639,14.175,10.93,10.335,10.117,17.5194,15.2151,14.5905,15.7528,12.4406,9.967,9.877,9.843,8.766,13.3119,0.0,12.2448,13.384,1,0,0,0,0,0,0,0.0,47.7
K2-152 b,1,1,1,0,0,2018,0,0,0,1,0,0,0,0,0,0,0,32.6479,0.1716,2.29,0.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.0,0.0,2457608.622,0,0.25,0.159,4.0,58.8,0.0344,0.0,0.0,0.0,0.0,0.0,0.0,4044.0,0.61,0.63,0.12,0.0,4.67,0.0,0.0,0.0,0.0,0.0,181.6324078,-5.8274311,55.30041,283.04022,-4.69671,183.81556,92.9638901,-92.8537,-4.52496,108.449,9.19214,15.098,13.728,10.956,10.277,10.096,0.0,0.0,0.0,0.0,0.0,10.016,10.039,9.99,8.581,13.0383,0.0,12.1016,13.114,0,0,0,0,0,0,0,47.45,77.58
K2-153 b,0,1,1,0,0,2018,0,0,0,1,0,0,0,0,0,0,0,7.51554,0.0601,2.0,0.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,0.0,0.0,2457580.917,0,0.0,0.0,0.0,24.2,0.0371,0.0,0.0,0.0,0.0,0.0,0.0,3720.0,0.49,0.51,-0.26,-1.367,4.76,0.0,0.0,0.0,0.0,0.0,183.8088709,2.0208765,63.43666,282.34972,3.3687,182.68791,76.9616178,-75.2591,-16.0984,143.125,6.95835,16.437,14.96,12.023,11.391,11.207,18.4272,15.8298,14.4086,14.4536,13.2539,11.101,11.046,11.019,8.689,14.2706,0.0,13.2766,14.331,0,0,0,0,0,0,0,0.0,46.74
K2-154 b,1,1,2,0,0,2018,0,0,0,1,0,0,0,0,0,0,0,3.67626,0.0405,1.99,0.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715.0,0.0,2457585.053,0,0.44,0.11,1.7,14.5,0.0288,0.0,0.0,0.0,0.0,0.0,0.0,4097.0,0.63,0.65,0.21,0.0,4.65,0.0,0.0,0.0,0.0,0.0,189.0015173,-2.6696217,59.97066,295.2137,1.11365,189.31634,34.5756423,0.750321,-34.5675,129.356,7.70175,15.435,13.861,11.219,10.519,10.368,17.4976,14.7597,13.3987,15.8428,12.3907,10.284,10.354,10.15,8.114,13.3173,0.0,12.3813,13.351,0,0,0,0,0,0,0,0.0,30.33
K2-154 c,1,1,2,0,0,2018,0,0,0,1,0,0,0,0,0,0,0,7.95486,0.0677,2.07,0.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552.0,0.0,2457584.338,0,0.42,0.11,2.1,24.9,0.03,0.0,0.0,0.0,0.0,0.0,0.0,4097.0,0.63,0.65,0.21,0.0,4.65,0.0,0.0,0.0,0.0,0.0,189.0015173,-2.6696217,59.97066,295.2137,1.11365,189.31634,34.5756423,0.750321,-34.5675,129.356,7.70175,15.435,13.861,11.219,10.519,10.368,17.4976,14.7597,13.3987,15.8428,12.3907,10.284,10.354,10.15,8.114,13.3173,0.0,12.3813,13.351,0,0,0,0,0,0,0,0.0,50.7
K2-155 b,1,1,3,0,0,2018,0,0,0,1,0,0,0,0,0,0,0,6.342,0.0562,1.8,0.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,708.0,88.3,0.0,0,0.34,0.068,2.4096,18.5,0.0261,0.0,0.0,0.0,0.0,0.0,0.0,4258.0,0.58,0.65,-0.3,0.0,4.6,0.0,0.0,0.0,34.8,19.1,65.469614,21.3532633,-19.71256,174.74941,-0.16969,67.24824,214.7913175,200.606,-76.7629,72.7998,13.7077,14.073,12.773,10.274,9.686,9.496,16.2529,13.7327,12.4368,11.8768,13.262,9.435,9.404,9.343,8.317,12.2528,0.0,11.4529,12.656,0,0,0,0,0,0,0,0.0,31.2
K2-155 c,0,1,3,0,0,2018,0,0,0,1,0,0,0,0,0,0,0,13.85402,0.092,1.95,0.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2457814.564,0,0.57,0.0,0.0,30.0,0.0339,0.0,0.0,0.0,0.0,0.0,0.0,3919.0,0.53,0.54,-0.42,-1.229,4.73,0.0,5.41,0.0,0.0,19.34,65.469614,21.3532633,-19.71256,174.74941,-0.16969,67.24824,214.7913175,200.606,-76.7629,72.7998,13.7077,14.073,12.773,10.274,9.686,9.496,16.2529,13.7327,12.4368,11.8768,13.262,9.435,9.404,9.343,8.317,12.2528,0.0,11.4529,12.656,0,0,0,0,0,0,0,0.0,47.13
K2-155 d,0,1,3,0,0,2018,0,0,0,1,0,0,0,0,0,0,0,40.6835,0.1886,1.64,0.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,2457782.832,0,0.41,0.0,0.0,73.5,0.0286,0.0,0.0,0.0,0.0,0.0,0.0,3919.0,0.53,0.54,-0.42,-1.229,4.73,0.0,5.41,0.0,0.0,19.34,65.469614,21.3532633,-19.71256,174.74941,-0.16969,67.24824,214.7913175,200.606,-76.7629,72.7998,13.7077,14.073,12.773,10.274,9.686,9.496,16.2529,13.7327,12.4368,11.8768,13.262,9.435,9.404,9.343,8.317,12.2528,0.0,11.4529,12.656,0,0,0,0,0,0,0,0.0,47.56
K2-156 b,1,1,1,0,0,2018,0,0,0,1,0,0,0,0,0,0,0,0.813143,0.0,1.1,0.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.8,2457641.672,0,0.0,0.0,0.0,4.4,0.0162,0.0,0.0,0.0,0.0,0.0,0.0,4460.0,0.62,0.0,-0.33,0.0,4.7,0.0,0.0,0.0,0.0,0.0,182.699673,-6.2943552,55.16088,285.05869,-4.70162,184.97893,127.3340214,-122.825,-33.5853,150.21,6.6289,14.637,13.4,11.139,10.572,10.391,0.0,0.0,0.0,0.0,0.0,10.35,10.408,10.256,8.608,12.9484,0.0,12.2048,12.947,0,0,0,0,0,0,0,0.0,47.7
K2-157 b,1,1,1,0,0,2018,0,0,0,1,0,0,0,0,0,0,0,0.365261,0.0,1.0,0.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.7,2457638.722,0,0.0,0.0,0.0,2.2,0.0107,0.0,0.0,0.0,0.0,0.0,0.0,5456.0,0.88,0.0,0.13,0.0,4.5,0.0,0.0,0.0,0.0,0.0,183.7514959,-5.7820178,55.93047,286.60409,-3.81511,185.73645,37.5106484,36.7222,-7.65041,298.373,3.32357,13.609,12.942,11.398,11.023,10.98,0.0,0.0,0.0,0.0,0.0,10.919,10.962,11.105,9.057,12.6419,0.0,12.1305,12.604,0,0,0,0,0,0,0,0.0,47.7
K2-158 b,1,1,2,0,0,2018,0,0,0,1,0,0,0,0,0,0,0,10.06049,0.0887,2.64,0.236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,794.0,0.0,2457590.483,0,0.38,0.07,3.8,19.1,0.0255,0.0,0.0,0.0,0.0,0.0,0.0,5503.0,0.95,0.92,0.07,0.0,4.45,0.0,0.0,0.0,0.0,0.0,179.9397081,-5.7216879,54.85278,280.19801,-5.27212,182.22325,62.8591925,-62.5163,6.5567,197.299,5.0403,12.337,11.774,10.432,10.051,9.974,0.0,0.0,0.0,0.0,0.0,9.949,10.007,9.949,8.856,11.6134,0.0,11.1171,11.678,1,0,0,0,0,0,0,0.0,20.45
K2-158 c,1,1,2,0,0,2018,0,0,0,1,0,0,0,0,0,0,0,5.90279,0.0622,1.28,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,948.0,0.0,2457583.883,0,0.41,0.015,5.0,11.3,0.0123,0.0,0.0,0.0,0.0,0.0,0.0,5503.0,0.95,0.92,0.07,0.0,4.45,0.0,0.0,0.0,0.0,0.0,179.9397081,-5.7216879,54.85278,280.19801,-5.27212,182.22325,62.8591925,-62.5163,6.5567,197.299,5.0403,12.337,11.774,10.432,10.051,9.974,0.0,0.0,0.0,0.0,0.0,9.949,10.007,9.949,8.856,11.6134,0.0,11.1171,11.678,1,0,0,0,0,0,0,0.0,1.2
K2-159 b,1,1,1,0,0,2018,0,0,0,1,0,0,0,0,0,0,0,12.42205,0.1013,2.26,0.202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,684.0,0.0,2457586.508,0,0.44,0.065,3.3,27.9,0.025,0.0,0.0,0.0,0.0,0.0,0.0,5425.0,0.83,0.9,-0.07,0.0,4.56,0.0,0.0,0.0,0.0,0.0,180.5408896,-3.5809053,57.06838,279.87299,-3.07001,181.918,26.5429482,-1.36163,-26.508,170.998,5.81967,12.571,11.995,10.462,10.072,9.978,14.5825,12.6192,11.7129,13.2163,12.8545,9.947,9.993,10.033,8.378,11.6397,0.0,11.1353,11.729,0,0,0,0,0,0,0,0.0,34.2
K2-150 b,1,1,1,0,0,2018,0,0,0,1,0,0,0,0,0,0,0,10.59357,0.0727,2.0,0.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,2457391.962,0,0.0,0.0,0.0,32.2,0.042,0.0,0.0,0.0,0.0,0.0,0.0,3499.0,0.44,0.46,0.09,-1.585,4.82,0.0,0.0,0.0,0.0,0.0,18.3443908,8.9874328,-53.49488,132.06341,1.12722,20.32567,53.2641114,46.6903,-25.6336,102.483,9.7297,17.353,15.784,12.107,11.487,11.249,19.4436,16.7246,15.3046,14.1089,13.4681,11.117,11.024,10.814,9.221,14.815,0.0,13.6157,14.847,0,0,0,0,0,0,0,0.0,47.3
K2-160 b,1,1,1,0,0,2018,0,0,0,1,0,0,0,0,0,0,0,3.705871,0.0,3.178,0.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.254,2457585.666,0,0.0,0.0,0.0,14.684713,0.03189,0.0,0.0,0.0,0.0,0.0,0.0,5649.0,0.91,0.98,0.07,0.0,4.61,0.0,0.0,0.0,0.0,0.0,184.0545174,-3.5530888,58.16279,286.09667,-1.64968,185.12724,16.0551861,-16.0511,0.362199,315.363,3.14279,13.303,12.838,11.427,11.087,11.037,15.0877,13.2671,12.5918,12.4338,13.0384,10.943,10.994,10.893,8.562,12.542,0.0,12.0799,12.486,0,0,0,0,0,0,0,0.0,47.7
K2-141 b,0,1,2,0,0,2018,1,0,0,1,0,0,0,0,0,0,0,0.2803226,0.00716,1.54,0.137,5.31,0.01671,0.0,0.0,0.0,0.0,5.31,0.01671,8.0,0.0,0.0,2039.0,90.0,2457738.465,0,-0.01,0.0,0.94,2.31,0.02088,0.0,0.0,0.0,6.74,0.0,0.0,4373.0,0.67,0.66,0.03,0.0,4.58,0.74,3.05,3.0,14.03,0.0,350.9170464,-1.1891827,-56.5953,80.19878,2.50692,351.18323,118.9035436,116.168,25.3584,61.8736,16.1332,12.139,11.454,9.086,8.524,8.401,15.6305,11.9478,10.7258,10.3734,10.9381,8.311,8.391,8.311,7.93,10.7217,0.0,10.0298,10.619,0,0,0,0,0,0,0,0.0,0.0
K2-141 c,0,1,2,0,0,2018,1,0,0,1,0,0,0,0,0,0,0,7.7485,0.0,7.0,0.624,7.4,0.02328,0.0,0.0,0.0,0.0,7.4,0.02328,0.0,0.0,0.0,0.0,87.2,2457751.155,0,0.0,0.0,0.0,21.59,0.094,0.0,0.0,90.0,3.0,0.0,0.0,4599.0,0.68,0.71,-0.06,-0.75,4.62,6.3,3.164,0.0,0.0,0.0,350.9170464,-1.1891827,-56.5953,80.19878,2.50692,351.18323,118.9035436,116.168,25.3584,61.8736,16.1332,12.139,11.454,9.086,8.524,8.401,15.6305,11.9478,10.7258,10.3734,10.9381,8.311,8.391,8.311,7.93,10.7217,0.0,10.0298,10.619,1,0,0,0,0,0,0,0.0,48.27
K2-146 b,1,1,2,0,0,2018,0,0,0,1,0,0,0,0,0,0,0,2.6446,0.0,2.05,0.183,5.77,0.01816,0.0,0.0,0.0,0.0,5.77,0.01816,3.69,0.129,0.0,0.0,88.93,2458204.59,1,0.0,0.0,0.0,0.0,0.0572,0.0,0.0,-64.0,0.0,0.0,0.0,3385.0,0.33,0.33,0.0,0.0,0.0,5.0,13.1,0.0,0.0,0.0,130.0266951,19.0923416,32.21884,206.52797,0.70247,127.42763,129.9980836,-15.9167,-129.02,79.3002,12.5821,17.873,16.7,12.183,11.605,11.37,0.0,0.0,0.0,0.0,0.0,11.175,11.03,10.98,8.451,14.9834,0.0,13.7247,15.031,0,0,0,0,0,0,0,0.0,52.24
