pl_name,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,disc_year,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_cmasse,pl_cmassj,pl_bmasse,pl_bmassj,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,ra,dec,glat,glon,elat,elon,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_icmag,sy_tmag,sy_kepmag,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec,Habitability Score,Terraformability Score
HD 29399 b,0,1,1,0,0,2022,1,0,0,0,0,0,0,0,0,0,0,0.0,2.012,0.0,0.0,0.0,0.0,551.8,1.736,0.0,0.0,551.8,1.736,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4845.0,4.84,1.36,0.0,1.067,3.2,0.0,0.0,0.0,0.0,0.0,68.3903471,-62.8237576,-39.47193,273.73658,-80.09842,11.98653,119.1088447,-117.636,-18.6732,44.1518,22.6204,6.823,5.79,4.418,3.745,3.777,0.0,0.0,0.0,0.0,0.0,2.601,3.053,3.425,3.38,5.50503,0.0,4.9095,0.0,0,0,0,0,0,0,0,0.0,0.0
HD 203387 b,1,1,2,0,0,2022,1,0,0,0,0,0,0,0,0,0,0,512.5352,1.771,0.0,0.0,0.0,0.0,1106.04286,3.48,0.0,0.0,1106.04286,3.48,0.0,0.732,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2453040.709,350.068,64.947,0.0,0.0,0.0,0.0,2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.561782,-16.8345229,-40.76907,33.62509,-1.36683,317.67844,31.0631135,30.3775,6.49034,61.7477,16.1767,5.173,4.28,2.668,2.219,2.206,0.0,0.0,0.0,0.0,0.0,0.474,0.469,2.262,2.192,4.05534,0.0,3.5061,0.0,0,0,0,0,0,0,0,0.0,0.0
HD 20329 b,0,1,1,0,0,2022,1,0,0,1,0,0,0,0,0,0,0,0.9260632,0.0,1.677,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.84,1576.0,0.0,2460233.367,0,0.0,0.0221,1.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5640.0,1.11,0.0,0.0,0.0,4.35,0.0,0.0,0.0,0.0,0.0,49.178124,15.6563542,-34.57149,166.76827,-2.42144,50.94469,231.1242141,111.854,-202.255,63.6796,15.6752,9.43,8.76,7.492,7.208,7.116,0.0,0.0,0.0,0.0,0.0,7.054,7.105,7.12,7.111,8.59089,0.0,8.1359,0.0,0,0,0,0,0,0,0,0.0,0.0
HD 29985 b,1,1,1,0,0,2022,1,0,0,0,0,0,0,0,0,0,0,20608.14049,13.39,0.0,0.0,1739.47487,5.473,0.0,0.0,0.0,0.0,1739.47487,5.473,0.0,0.261,0.0,0.0,52.658,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2438955.537,89.414,40.318,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.5216589,-33.9210696,-40.50413,235.69993,-55.40523,60.82987,295.521308,-37.7445,-293.101,31.2707,31.9499,11.129,9.98,7.709,7.099,6.972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.47227,0.0,8.7339,0.0,0,0,0,0,0,0,0,0.0,0.0
OGLE-2016-BLG-1093L b,0,1,1,0,0,2022,0,0,0,0,0,0,1,0,0,0,0,0.0,2.01,0.0,0.0,232.01474,0.73,0.0,0.0,0.0,0.0,232.01474,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.0042917,-32.7134722,-3.84811,357.89166,-9.27712,269.14727,0.0,0.0,0.0,7930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,0,0,0,0,0.0,0.0
HD 199509 b,1,1,1,0,0,2022,1,0,0,0,0,0,0,0,0,0,0,99.62167,0.426,0.0,0.0,0.0,0.0,43.22466,0.136,0.0,0.0,43.22466,0.136,0.0,0.373,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2444997.238,316.962,6.279,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.3445632,-82.0274926,-31.43071,310.63182,-60.60205,281.98969,269.7829853,264.004,-55.5405,24.3056,41.1139,7.715,6.98,5.816,5.526,5.425,0.0,0.0,0.0,0.0,0.0,5.536,5.214,5.418,5.372,6.817,0.0,6.3946,0.0,0,1,0,0,0,0,0,0.0,0.0
HD 260655 c,0,1,2,0,0,2022,1,0,0,1,0,0,0,0,0,0,0,5.7060868,0.0,1.896,0.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.54,593.0,0.0,2460277.804,0,0.0,0.0821,0.863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3807.0,0.47,0.0,0.0,0.0,4.77,0.0,0.0,0.0,0.0,0.0,99.2915429,17.5662696,4.86549,195.67069,-5.5865,98.89343,835.8253883,-764.522,337.802,10.0055,99.9164,11.041,9.63,6.674,6.031,5.862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.876041,0.0,7.89863,0.0,1,1,0,2,0,0,0,0.0,43.92
HD 260655 b,1,1,2,0,0,2022,1,0,0,1,0,0,0,0,0,0,0,2.76953,0.02933,1.24,0.111,2.14,0.00673,0.0,0.0,0.0,0.0,2.14,0.00673,6.2,0.039,42.2,709.0,87.35,2459497.91,0,0.665,0.0,1.15,14.43,0.02586,0.0,0.0,57.0,1.69,0.0,0.0,3803.0,0.44,0.44,-0.43,-1.44,5.2,5.0,7.3,2.0,37.5,-58.75,99.2915429,17.5662696,4.86549,195.67069,-5.5865,98.89343,835.8253883,-764.522,337.802,10.0055,99.9164,11.041,9.63,6.674,6.031,5.862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.876041,0.0,7.89863,0.0,1,1,0,2,0,0,0,0.0,34.5
NGTS-20 b,1,1,1,0,0,2022,1,0,0,1,0,0,0,0,0,0,0,54.18915,0.313,11.994,1.07,947.12865,2.98,0.0,0.0,0.0,0.0,947.12865,2.98,0.0,0.432,0.0,688.0,88.4,2458432.98,0,0.846,0.0,4.55,0.0,0.0618,0.0,0.0,66.1,137.0,0.0,0.0,5980.0,1.78,1.47,0.15,0.0,3.8,4.1,0.348,8.0,0.0,0.0,46.2926368,-21.9336472,-59.23645,210.62958,-37.54907,36.0519,19.8744519,19.8453,-1.07606,382.898,2.58347,11.758,11.233,10.143,9.879,9.83,0.0,0.0,0.0,0.0,0.0,9.8,9.834,9.775,9.075,11.0313,0.0,10.6509,0.0,1,0,0,0,0,0,0,0.0,21.59
HD 22532 b,1,1,1,0,0,2022,1,0,0,0,0,0,0,0,0,0,0,872.6,1.9,0.0,0.0,0.0,0.0,673.79622,2.12,0.0,0.0,673.79622,2.12,0.0,0.03,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2455575.0,169.1,40.0,0.0,0.0,5038.0,5.69,1.57,-0.19,1.274,3.09,0.0,0.0,0.0,0.0,0.0,53.8148478,-49.4172669,-51.58774,259.59339,-64.9118,25.06598,62.9686486,54.8889,30.8587,161.183,6.17531,8.728,7.85,6.231,5.765,5.671,0.0,0.0,0.0,0.0,0.0,5.63,5.506,5.629,5.564,7.6043,0.0,7.0457,0.0,0,0,0,0,0,0,0,0.0,0.0
pi Men d,1,1,3,0,0,2022,1,0,0,0,0,0,0,0,0,0,0,124.64,0.0,0.0,0.0,0.0,0.0,13.38,0.0421,0.0,0.0,13.38,0.0421,0.0,0.22,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2457595.46,323.0,1.68,0.0,0.0,5998.0,1.19,1.07,0.09,0.0,0.0,3.92,0.0,3.34,0.0,0.0,84.2992798,-80.4646041,-29.77608,292.50808,-76.01862,273.90137,1094.030482,311.187,1048.84,18.2702,54.7052,6.252,5.65,4.869,4.424,4.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5128,0.0,5.1054,0.0,1,1,2,1,0,0,0,0.0,0.0
HD 217958 b,1,1,1,0,0,2022,1,0,0,0,0,0,0,0,0,0,0,2560.19774,3.758,0.0,0.0,166.54209,0.524,0.0,0.0,0.0,0.0,166.54209,0.524,0.0,0.156,0.0,0.0,91.357,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2450608.775,252.258,7.474,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.136577,-25.6917758,-66.06766,30.27288,-18.17182,337.04148,174.5792456,-80.6975,-154.809,61.7957,16.1537,8.656,8.05,6.875,6.59,6.513,0.0,0.0,0.0,0.0,0.0,6.503,6.469,6.524,6.462,7.89501,0.0,7.4701,0.0,0,0,0,0,0,0,0,0.0,0.0
HD 217786 c,1,2,2,0,0,2022,1,0,0,0,0,0,0,0,0,0,0,2.52221,0.038,0.0,0.0,0.0,0.0,7.31005,0.023,0.0,0.0,7.31005,0.023,0.0,0.399,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2453432.026,84.352,3.662,0.0,0.0,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.7838088,-0.4303594,-52.73594,74.19297,5.2092,346.74352,191.2457437,-89.9328,-168.781,55.4847,17.9946,8.285,7.78,6.685,6.416,6.352,0.0,0.0,0.0,0.0,0.0,6.325,6.263,6.362,6.315,7.63573,0.0,7.2369,0.0,1,1,0,0,0,0,0,0.0,0.0
mu2 Sco b,1,1,1,0,0,2022,0,0,0,0,0,0,0,0,1,0,0,0.0,242.4,0.0,0.0,4576.72906,14.4,0.0,0.0,0.0,0.0,4576.72906,14.4,0.0,0.56,0.0,0.0,96.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21700.0,5.6,9.1,0.0,0.0,3.8,0.02,0.0,52.0,0.0,1.3,253.0838724,-38.0176339,3.86195,346.1964,-15.38258,256.24231,26.2967679,-11.6,-23.6,0.0,6.31,3.342,3.56,4.15,4.159,4.292,0.0,0.0,0.0,0.0,0.0,4.218,4.021,4.377,4.349,3.53617,0.0,3.8076,0.0,0,0,0,0,0,0,0,0.0,0.0
NGTS-21 b,1,1,1,0,0,2022,1,0,0,1,0,0,0,0,0,0,0,1.5433897,0.0236,14.908,1.33,750.07504,2.36,0.0,0.0,0.0,0.0,750.07504,2.36,1.25,0.0,0.0,1357.0,83.85,2458228.779,0,0.63,0.0,1.95,5.89,0.159,0.0,0.0,90.0,506.0,0.0,0.0,4660.0,0.86,0.72,-0.26,0.0,4.63,10.02,1.62,0.0,17.89,13.75,311.2583112,-35.4278412,-37.53419,7.6079,-16.7492,304.13228,15.4860419,-13.3874,-7.78428,592.891,1.65937,16.634,15.506,13.622,13.105,12.951,0.0,0.0,0.0,0.0,0.0,12.898,12.969,12.485,9.0,15.224,0.0,14.5499,0.0,0,0,0,0,0,0,0,0.0,0.0
MOA-2019-BLG-008L b,0,1,1,0,0,2022,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,3813.94088,12.0,0.0,0.0,0.0,0.0,3813.94088,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.982875,-29.9897306,-1.72023,359.80491,-6.56276,268.23763,0.0,0.0,0.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0,0,0,0,0,0.0,0.0
NGTS-23 b,1,1,1,0,0,2022,0,0,0,1,0,0,0,0,0,0,0,4.0764326,0.0504,14.202,1.267,194.82881,0.613,0.0,0.0,0.0,0.0,194.82881,0.613,0.0,0.0,0.0,1327.0,89.12,2458431.771,0,0.134,0.0,3.919,8.72,0.1048,0.0,0.0,0.0,78.0,0.0,0.0,6057.0,1.24,1.01,-0.26,0.283,4.04,6.39,0.755,1.46,0.0,0.0,70.4322947,-40.0445299,-41.20214,243.74636,-61.30897,57.7157,12.3360162,0.844148,12.3071,1074.95,0.901091,14.572,14.126,13.056,12.797,12.73,0.0,0.0,0.0,0.0,0.0,12.71,12.744,12.789,9.24,13.9535,0.0,13.5861,0.0,0,0,0,0,0,0,0,0.0,0.0
NGTS-24 b,0,1,1,0,0,2022,0,0,0,1,0,0,0,0,0,0,0,3.4671474,0.0,11.64,1.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.83,1239.0,0.0,2459303.974,0,0.0,0.477,2.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5886.0,1.58,0.0,0.0,0.0,4.07,0.0,0.0,0.0,0.0,0.0,168.5638892,-37.9101328,21.0893,282.5716,-38.75192,187.42839,0.8338485,-0.632147,0.543777,683.062,1.43538,13.97,13.214,11.879,11.577,11.51,0.0,0.0,0.0,0.0,0.0,11.455,11.505,11.247,8.594,13.0525,0.0,12.5695,0.0,0,0,0,0,0,0,0,0.0,0.0
NGTS-25 b,1,1,1,0,0,2022,0,0,0,1,0,0,0,0,0,0,0,2.823093,0.0388,11.467,1.023,203.09235,0.639,0.0,0.0,0.0,0.0,203.09235,0.639,0.0,0.0,0.0,1101.0,89.34,2458204.264,0,0.113,0.0,2.466,9.78,0.1231,0.0,0.0,0.0,100.0,0.0,0.0,5321.0,0.86,0.91,0.12,-0.292,4.48,3.49,2.219,1.96,0.0,0.0,307.4182976,-39.0323568,-35.06443,2.60742,-19.41373,300.02625,7.9329614,5.17449,6.01303,521.233,1.89029,15.137,14.333,12.818,12.417,12.324,0.0,0.0,0.0,0.0,0.0,12.287,12.328,12.137,9.03,14.0864,0.0,13.546,0.0,0,0,0,0,0,0,0,0.0,0.0
KMT-2021-BLG-2294L b,0,1,1,0,0,2022,0,0,0,0,0,0,1,0,0,0,0,0.0,0.94,0.0,0.0,22.24799,0.07,0.0,0.0,0.0,0.0,22.24799,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0624167,-28.6124389,-2.5967,1.9081,-5.17317,270.05115,0.0,0.0,0.0,6860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0,0,0.0,0.0
WASP-132 c,0,1,3,0,0,2022,1,0,0,1,0,0,0,0,0,0,0,1.011534,0.0182,1.85,0.165,37.35,0.11752,0.0,0.0,0.0,0.0,37.35,0.11752,0.0,0.13,0.0,0.0,86.64,2458597.576,0,0.28,0.0,1.47,5.17,0.023,0.0,0.0,-53.0,28.23,0.0,0.0,4714.0,0.75,0.78,0.18,-0.597,4.58,3.2,1.81,0.9,33.0,0.0,217.6091998,-46.159516,13.35247,320.27182,-29.57814,230.87697,74.2782343,12.5613,-73.2084,122.91,8.10734,13.142,11.938,10.257,9.745,9.674,0.0,0.0,0.0,0.0,0.0,9.557,9.638,9.575,8.281,11.7538,0.0,11.1116,0.0,1,0,0,0,0,0,0,0.0,37.3
MOA-2020-BLG-135L b,0,1,1,0,0,2022,0,0,0,0,0,0,1,0,0,0,0,0.0,1.17,0.0,0.0,25.0,0.07866,0.0,0.0,0.0,0.0,25.0,0.07866,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.4235,-29.8075667,-1.95679,0.15599,-6.37582,268.61973,0.0,0.0,0.0,8300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0.0,0.0
HIP 55507 b,1,1,1,0,0,2022,1,0,0,0,0,0,0,0,0,0,0,5138.43727,5.062,0.0,0.0,2585.53409,8.135,0.0,0.0,0.0,0.0,2585.53409,8.135,0.0,0.362,0.0,0.0,135.022,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2452398.476,65.571,96.221,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.5227246,46.907803,63.55725,158.59822,38.70059,149.70123,239.2054424,-197.555,-134.875,25.4893,39.2032,11.177,9.8,7.367,6.76,6.613,14.9501,10.5665,9.32,8.83898,8.96281,6.544,6.553,6.551,6.494,9.26803,0.0,8.4919,0.0,0,1,0,1,0,0,0,0.0,0.0
KMT-2021-BLG-1898L b,1,1,1,0,0,2022,0,0,0,0,0,0,1,0,0,0,0,0.0,1.9,0.0,0.0,232.01474,0.73,0.0,0.0,0.0,0.0,232.01474,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.691875,-27.3758389,1.3525,1.00041,-3.99388,266.16191,0.0,0.0,0.0,6900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0.0,0.0
KMT-2021-BLG-1689L b,0,1,1,0,0,2022,0,0,0,0,0,0,1,0,0,0,0,0.0,2.5,0.0,0.0,46.0,0.14473,0.0,0.0,0.0,0.0,46.0,0.14473,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4570.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.5791667,-30.1452778,-2.99212,0.36661,-6.70653,269.62971,0.0,0.0,0.0,7200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,0,0,0,0,0.0,0.0
HD 23472 f,1,1,5,0,0,2022,1,0,0,1,0,0,0,0,0,0,0,12.1621839,0.0906,1.137,0.101,0.77,0.00242,0.0,0.0,0.0,0.0,0.77,0.00242,3.0,0.07,26.3,630.0,88.81,2458360.075,0,0.57,0.0,2.82,28.0,0.01478,0.0,0.0,4.0,0.29,0.0,0.0,4684.0,0.71,0.67,-0.2,-0.625,4.53,0.0,2.7069,1.45,40.1,34.55,55.4590314,-62.7672667,-44.84798,277.0269,-74.95491,358.26316,111.5773854,-102.571,-43.917,39.0341,25.5897,10.694,9.73,7.865,7.347,7.207,0.0,0.0,0.0,0.0,0.0,7.003,7.222,7.183,7.039,9.38476,0.0,8.7513,0.0,0,1,0,0,0,0,0,0.0,40.59
iot Dra c,1,1,2,0,0,2022,1,0,0,0,0,0,0,0,0,0,0,25000.0,19.4,0.0,0.0,0.0,0.0,4958.12315,15.6,0.0,0.0,4958.12315,15.6,0.0,0.455,0.0,0.0,86.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2476000.0,62.0,0.0,0.0,0.0,4504.0,11.79,1.54,0.03,1.722,2.48,2.65,0.0,0.0,0.0,0.0,231.2323227,58.9661403,48.62777,93.97119,71.09357,184.94562,18.1121506,-8.1,16.2,31.32832,31.92,4.467,3.29668,1.293,0.724,0.671,0.0,0.0,0.0,0.0,0.0,-1.54,-0.467,0.74,0.624,2.96828,0.0,2.2711,0.0,1,1,2,0,0,0,0,0.0,0.0
KMT-2021-BLG-1554L b,1,1,1,0,0,2022,0,0,0,0,0,0,1,0,0,0,0,0.0,0.72,0.0,0.0,38.13941,0.12,0.0,0.0,0.0,0.0,38.13941,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.8034167,-31.8643611,-2.54313,358.11234,-8.43946,268.11027,0.0,0.0,0.0,7680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0.0,0.0
HD 23472 e,1,1,5,0,0,2022,1,0,0,1,0,0,0,0,0,0,0,7.90754,0.068,0.818,0.073,0.72,0.00227,0.0,0.0,0.0,0.0,0.72,0.00227,7.5,0.07,46.7,723.0,88.63,2458354.566,0,0.5,0.0,2.48,21.0,0.01065,0.0,0.0,46.0,0.3,0.0,0.0,4684.0,0.71,0.67,-0.2,-0.625,4.53,0.0,2.7069,1.45,40.1,34.55,55.4590314,-62.7672667,-44.84798,277.0269,-74.95491,358.26316,111.5773854,-102.571,-43.917,39.0341,25.5897,10.694,9.73,7.865,7.347,7.207,0.0,0.0,0.0,0.0,0.0,7.003,7.222,7.183,7.039,9.38476,0.0,8.7513,0.0,0,1,0,0,0,0,0,0.0,29.88
HD 213519 b,1,1,1,0,0,2022,1,0,0,0,0,0,0,0,0,0,0,11.12214,0.099,0.0,0.0,0.0,0.0,9.21702,0.029,0.0,0.0,9.21702,0.029,0.0,0.413,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2430050.449,35.555,2.813,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.7727845,45.1452472,-10.97651,98.53979,49.1592,3.25654,178.1094753,-174.727,34.5465,41.0014,24.3605,8.321,7.68,6.47,6.203,6.14,0.0,0.0,0.0,0.0,0.0,6.125,6.033,6.149,6.117,7.51625,0.0,7.091,0.0,0,0,0,0,0,0,0,0.0,0.0
HD 25912 b,1,1,2,0,0,2022,1,0,0,0,0,0,0,0,0,0,0,41.83156,0.242,0.0,0.0,0.0,0.0,38.13941,0.12,0.0,0.0,38.13941,0.12,0.0,0.05,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2453000.793,318.187,6.675,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9074988,-51.9315058,-46.53883,261.12208,-69.49411,31.14301,169.3481005,-68.6126,-154.826,49.1661,20.3103,8.802,8.2,7.022,6.779,6.71,0.0,0.0,0.0,0.0,0.0,6.622,6.631,6.665,6.605,8.02788,0.0,7.6042,0.0,0,0,0,0,0,0,0,0.0,0.0
HD 25912 c,1,1,2,0,0,2022,1,0,0,0,0,0,0,0,0,0,0,26308.65619,17.848,0.0,0.0,5252.75008,16.527,0.0,0.0,0.0,0.0,5252.75008,16.527,0.0,0.051,0.0,0.0,88.333,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2443594.236,51.879,106.312,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9074988,-51.9315058,-46.53883,261.12208,-69.49411,31.14301,169.3481005,-68.6126,-154.826,49.1661,20.3103,8.802,8.2,7.022,6.779,6.71,0.0,0.0,0.0,0.0,0.0,6.622,6.631,6.665,6.605,8.02788,0.0,7.6042,0.0,0,0,0,0,0,0,0,0.0,0.0
KOI-984 b,0,1,2,0,0,2022,0,0,0,1,0,0,0,0,0,0,0,4.28745547,0.0516,2.78,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.19,998.0,89.95,2455095.063,1,0.1239,0.10475,1.49004,22.468,0.02923,0.0,0.0,0.0,0.0,0.0,0.0,5505.0,0.87,0.99,0.21,0.0,4.55,0.0,11.6719,0.0,0.0,0.0,291.0489438,36.8400772,9.90063,69.40595,57.9096,302.75231,58.4139074,36.3017,45.7643,252.667,0.0,0.0,12.795,10.457,10.096,10.016,0.0,0.0,0.0,0.0,0.0,9.868,9.914,9.843,8.99,0.0,0.0,11.517,11.631,0,0,0,0,0,0,0,0.0,0.0
KOI-984 c,0,1,2,0,0,2022,0,0,0,0,0,0,0,0,0,0,0,8.5999,0.0796,0.0,0.0,24.0,0.07551,0.0,0.0,0.0,0.0,24.0,0.07551,0.0,0.02,0.0,943.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,5295.0,0.82,0.93,0.12,0.0,4.54,0.0,2.3967,0.0,0.0,0.0,291.0489438,36.8400772,9.90063,69.40595,57.9096,302.75231,58.4139074,36.3017,45.7643,252.667,0.0,0.0,12.795,10.457,10.096,10.016,0.0,0.0,0.0,0.0,0.0,9.868,9.914,9.843,8.99,0.0,0.0,11.517,11.631,0,0,0,0,0,0,0,0.0,0.0
HD 23472 d,0,1,5,0,0,2022,1,0,0,1,0,0,0,0,0,0,0,3.9766833,0.0,0.758,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.09,855.0,0.0,2460203.018,0,0.0,0.0142,1.859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4813.0,0.69,0.0,0.0,0.0,4.38,0.0,0.0,0.0,0.0,0.0,55.4590314,-62.7672667,-44.84798,277.0269,-74.95491,358.26316,111.5773854,-102.571,-43.917,39.0341,25.5897,10.694,9.73,7.865,7.347,7.207,0.0,0.0,0.0,0.0,0.0,7.003,7.222,7.183,7.039,9.38476,0.0,8.7513,0.0,0,1,0,0,0,0,0,0.0,6.4
HD 191939 f,0,1,6,0,0,2022,1,0,0,0,0,0,0,0,0,0,0,2200.0,3.2,0.0,0.0,0.0,0.0,660.0,2.07659,0.0,0.0,660.0,2.07659,0.0,0.0,0.0,125.0,0.0,0.0,0,0.0,0.0,0.0,730.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,5348.0,0.94,0.81,-0.15,-0.187,4.3,8.7,1.37,2.0,0.0,-9.5,302.0256247,66.8503014,17.72195,99.98716,77.47141,16.03865,163.2826562,150.256,-63.909,53.6089,18.6247,9.72,8.97,7.597,7.215,7.18,0.0,0.0,0.0,0.0,0.0,7.04,7.178,7.178,7.099,8.77476,0.0,8.2929,0.0,3,1,0,0,0,0,0,8.36,0.0
